tipo,cidade/uf,bairro,endereço,área_total,área_construída,valor,descricao,iptu,condomínio
Casa-Térrea,Campo Grande - MS,Monte Carlo,R. Palmital,"188,00 m²","119,00 m²","R$400.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Quarto(s),1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Carlo,R. Palmital,"176,00 m²","130,35 m²","R$460.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Sala de estar,Sala de jantar,Sala de TV,1 Varanda,1 Wc social","R$ 1.203,77 anual",
Casa-Térrea,Campo Grande - MS,Monte Carlo,R. Palmital,"188,00 m²","119,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de jantar,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Cerca elétrica,Churrasqueira,Cozinha planejada,Jardim,Porteiro eletrônico",,
Casa-Térrea,Campo Grande - MS,Monte Carlo,"R. Pirizal, 114","420,00 m²","210,00 m²","R$750.000,00","Aceita financiamento,Sala de estar,Sala de jantar,1 Apto com a/e,2 Quarto(s) com a/e,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha planejada,Hall de entrada,Jardim,Lavabo,Lavanderia,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Carlo,"R. Sapé, 42","176,00 m²","146,00 m²","R$430.000,00","Sala de jantar,Sala de TV,2 Apto(s),1 Quarto,1 Varanda,2 Vaga(s) de garagem","R$ 1.320,00",
Casa-Térrea,Campo Grande - MS,Monte Carlo,,"319,64 m²","280,00 m²","R$790.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,1 Quarto,1 Varanda,2 Wc social,3 Vaga(s) de garagem,Câmeras de segurança,Churrasqueira,Cozinha,Despensa,Edícula,Escritório,Interfone,Lavanderia,Portão elétrico,Porteiro eletrônico","R$ 96,70",
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Júlia Maksoud,"135,00 m²","81,00 m²","R$430.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Interfone,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Julia Maksoud,"134,00 m²","81,00 m²","R$430.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cozinha,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"Av. Julia Maksoud, 656","221,52 m²","99,85 m²","R$530.000,00","Aceita financiamento,Sala de estar,Sala de jantar,1 Suíte com a/e,1 Apto com a/e,1 Quarto com a/e,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha planejada,Despensa,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Monte Castelo,"170,00 m²","130,00 m²","R$630.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s) com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Aquecedor solar,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha planejada,Escritório,Interfone,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Monte Castelo,"134,00 m²","80,00 m²","R$410.000,00","Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Monte Castelo,"200,00 m²","100,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Interfone,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"Av. Nações Unidas, 729","484,00 m²","45,00 m²","R$240.000,00","Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Quarto,1 Wc social",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"Av. Norte, 200","881,00 m²","173,30 m²","R$700.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,1 Apto,1 Quarto,1 Varanda,1 Wc social,Alarme,Aquecedor solar,Área de lazer,Área de serviço,Árvores frutíferas,Câmeras de segurança,Cerca elétrica,Cozinha,Escritório,Home theater,Interfone,Jardim,Piscina,Play-ground,Portão elétrico","R$ 3.580,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,"Av. Norte, 364","265,00 m²","130,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Interfone,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Pres. Castelo Branco,"200,00 m²","100,00 m²","R$650.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Alarme,Área de lazer,Cerca elétrica,Churrasqueira,Closet,Cozinha americana,Interfone,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Rachid Neder,"480,00 m²","120,00 m²","R$615.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),1 Wc social,5 Vaga(s) de garagem,Área de lazer,Área de serviço,Cozinha,Edícula,Jardim,Piscina,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Rachid Neder,"480,00 m²","143,86 m²","R$430.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Varanda,1 Wc social,5 Vaga(s) de garagem,Área de serviço,Cozinha americana,Cozinha planejada,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. 13 de Junho,"408,00 m²","185,00 m²","R$1.350.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Varanda,2 Wc social,4 Vaga(s) de garagem,Alarme,Algibre,Área de lazer,Área de serviço,Câmeras de segurança,Canil,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Depósito,Despensa,Escritório,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. 13 de Junho,"408,00 m²","185,00 m²","R$1.350.000,00","Aceita financiamento,Aceita permuta,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s) com a/e,1 Suíte,1 Varanda,1 Wc social,4 Vaga(s) de garagem","R$ 3.869,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. 13 de Junho,"408,00 m²","210,00 m²","R$1.350.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Sala de jantar,Sala de TV,2 Suíte(s) com a/e,1 Suíte,1 Varanda,4 Vaga(s) de garagem,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Interfone,Lavabo",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. 13 de Junho,"408,00 m²","185,00 m²","R$1.350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Rampa de acessibilidade,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Apto(s) com a/e,1 Wc social,4 Vaga(s) de garagem,Adega,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Cozinha planejada,Despensa,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. 13 de Junho, 2484","450,00 m²","230,00 m²","R$900.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,1 Suíte com a/e,2 Quarto(s) com a/e,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Copa,Cozinha,Escritório,Quarto empregada",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. 13 de Junho, 2508","390,00 m²","214,00 m²","R$800.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,5 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Depósito,Despensa,Escritório,Interfone,Jardim,Lavabo,Portão elétrico,Quarto empregada","R$ 315,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. 25 de Dezembro,"360,00 m²","124,00 m²","R$700.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Jardim,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. 25 de Dezembro, 2356","363,48 m²","215,00 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Alegrete,"200,00 m²","100,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha americana,Interfone,Lavanderia,Pé direito duplo,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Alegrete, 1052","600,00 m²",,"R$850.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,1 Suíte,2 Quarto(s),1 Wc social,1 Vaga de garagem,Copa,Cozinha",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Alegrete, 195","472,00 m²","290,00 m²","R$1.300.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Wc social,Área de serviço,Churrasqueira,Closet,Cozinha,Jardim,Piscina","R$ 497,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Amazonas,"400,00 m²","200,00 m²","R$450.000,00","Sala de estar,Sala de jantar,Sala de TV,4 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Churrasqueira,Despensa,Piscina,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Anita Garibalde, 2089","360,00 m²","145,00 m²","R$350.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Anita Garibaldi, 499","240,00 m²","132,50 m²","R$530.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Apto com a/e,1 Quarto com a/e,1 Quarto,1 Wc social,2 Vaga(s) de garagem","R$ 2.230,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Anjinho,"100,00 m²","50,00 m²","R$205.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Cozinha,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Antônia de Castro Faria, 1207",,,"R$420.000,00","Sala de jantar,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Closet,Cozinha planejada,Depósito,Interfone,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Antonina de Castro Faria,"250,00 m²","144,51 m²","R$700.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,WC adaptado,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s) com a/e,1 Wc social,3 Vaga(s) de garagem","R$ 1.689,40",
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Antonino de Castro Faria, 1456","350,00 m²","150,00 m²","R$380.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,1 Suíte,2 Quarto(s),3 Vaga(s) de garagem,Área de serviço,Copa,Cozinha",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Bento Gonçalves, 98",,,"R$390.000,00","Aceita financiamento,Sala de estar,Sala de jantar,1 Apto com a/e,1 Apto,3 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Jardim,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Brasil,"360,00 m²","205,00 m²","R$800.000,00","Aceita financiamento,Água,Asfalto,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s) com a/e,2 Apto(s) com a/e,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Deck,Despensa,Escritório,Hall de entrada,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Brasil,"360,00 m²","240,00 m²","R$750.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Suíte(s) com a/e,2 Quarto(s) com a/e,1 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Escritório,Interfone,Lavabo,Piscina",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Caixias do Sul,"480,00 m²","242,00 m²","R$1.190.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,6 Vaga(s) de garagem,Alarme,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha americana,Cozinha planejada,Deck,Depósito,Energia solar fotovoltaica,Escritório,Jardim,Lavanderia,Piscina,Piscina aquecida,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Carlos Fortunato Paiva,"200,00 m²","100,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Closet,Cozinha americana,Interfone,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Carlos Fortunato Paiva,"200,00 m²","100,00 m²","R$650.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Carlos Fortunato Paiva,"170,00 m²","133,00 m²","R$630.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,3 Quarto(s) com a/e,1 Varanda,1 Wc social,1 Vaga de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Cozinha planejada,Interfone,Jardim,Lavanderia,Portão elétrico,Porteiro eletrônico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Carlos Fortunato Paiva,"170,00 m²","133,00 m²","R$630.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Depósito,Escritório,Interfone,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Carlos Fortunato Paiva,"200,00 m²","99,64 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Interfone,Jardim,Pé direito duplo,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Carlos Fortunato Paiva, 11","170,00 m²","130,00 m²","R$630.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte com a/e,3 Quarto(s) com a/e,1 Wc social,Cerca elétrica,Copa,Cozinha,Cozinha americana,Cozinha planejada,Interfone,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Carlos Fortunato Paiva, 11","170,00 m²","133,00 m²","R$630.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha americana,Interfone,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Carlos Fortunato Paiva, 443","254,00 m²","109,00 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Carlos Gomes,"480,00 m²","230,00 m²","R$380.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,3 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Academia,Canil,Cozinha,Despensa,Edícula,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Carlos Gomes, 443","254,26 m²","109,42 m²","R$570.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha americana,Cozinha planejada,Interfone,Jardim,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Carlos Gomes, 443","254,16 m²","109,42 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Quarto,1 Varanda,3 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Interfone,Jardim,Porteiro eletrônico","R$ 1.000,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Castro Faria,"475,86 m²","140,00 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Apto com a/e,1 Quarto com a/e,1 Quarto,2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Câmeras de segurança,Cerca elétrica,Churrasqueira,Copa,Cozinha,Cozinha americana,Cozinha planejada,Depósito,Despensa,Interfone,Jardim,Lavanderia,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Caxias do Sul, 920","480,00 m²","110,00 m²","R$360.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cozinha,Guarita,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Cebolinha,"160,00 m²","94,00 m²","R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Chico Bento,"200,00 m²","110,00 m²","R$598.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Churrasqueira,Closet,Cozinha,Lavabo",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. da Magali,"160,00 m²","85,00 m²","R$450.000,00","Água,Asfalto,Calçada,Esgoto,Piso tátil,Rede elétrica,Alarme,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. das Mamonas,"250,38 m²","127,69 m²","R$549.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,1 Apto com a/e,2 Quarto(s),1 Varanda,2 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Interfone,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Des. Eurindo Neves,"360,00 m²","241,00 m²","R$1.150.000,00","Água,Asfalto,Calçada,Rede elétrica,2 Sala(s) de estar,3 Suíte(s),3 Quarto(s),4 Wc social,Churrasqueira,Cozinha planejada,Piscina",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Dona Idalina,"130,00 m²","80,00 m²","R$430.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Dona Idalina, 15","300,00 m²","150,00 m²","R$320.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de jantar,3 Quarto(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Dona Idalina, 412","336,00 m²",,"R$275.000,00","Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,3 Quarto(s),1 Varanda,2 Wc social,4 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Doutor Meireles,"134,00 m²","80,00 m²","R$410.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Interfone,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Doutor Wilson Coelho,"360,00 m²","160,00 m²","R$850.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Academia,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha,Cozinha americana,Depósito,Hall de entrada,Lavanderia,Pé direito duplo,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Dr. Arthur Jorge,"375,35 m²","148,93 m²","R$700.000,00","Sala de estar,3 Quarto(s),1 Varanda,2 Wc social,6 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Dr. Meireles,"134,00 m²","80,00 m²","R$410.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Jardim",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Dr. Meirelles,"134,00 m²","80,00 m²","R$410.000,00","Aceita financiamento,1 Suíte,2 Quarto(s),1 Wc social",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Dr. Wilson,"300,00 m²","159,00 m²","R$850.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cozinha,Lavabo",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Fernão de Magalhães,"432,00 m²","135,37 m²","R$300.000,00","Aceita financiamento,Água,Asfalto,Muro,Rede elétrica,Sala de estar,3 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Cozinha,Edícula,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Jaburu,"200,00 m²","180,00 m²","R$280.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Quarto(s),2 Vaga(s) de garagem,Área de serviço,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Jaburú,"200,00 m²","130,00 m²","R$310.400,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,3 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Copa,Cozinha,Edícula,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Jaguarão,"480,00 m²","170,00 m²","R$500.000,00","Aceita financiamento,Asfalto,Calçada,Esgoto,Muro,Rede elétrica",,
