tipo,cidade/uf,bairro,endereço,área_total,área_construída,valor,descricao,iptu,condomínio
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Elmira Ferreira Lima, 170","120,00 m²","60,00 m²","R$240.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,Copa,Cozinha,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Elmira Ferreira Lima, 335","129,00 m²","90,00 m²","R$295.000,00","Sala de estar,1 Apto,1 Quarto com a/e,1 Quarto,2 Varanda(s),2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Emile Zolá,"200,00 m²","95,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Estevão Alves Correa, 696","360,00 m²",,"R$320.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,1 Apto,1 Quarto,2 Varanda(s),1 Wc social,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Jorge Budib,"125,00 m²","63,00 m²","R$220.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Juliete,"250,00 m²","125,00 m²","R$595.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Cerca elétrica,Churrasqueira,Cozinha",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Livramento,"480,00 m²","330,00 m²","R$1.100.000,00","Sala de estar,Sala de jantar,3 Suíte(s) com a/e,1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Lugano,"200,00 m²","165,00 m²","R$450.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Lugano, 22","204,00 m²","113,75 m²","R$250.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Luís Lamontana,"250,00 m²","127,00 m²","R$550.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Lavabo,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Luiz Braille, 321","390,00 m²","135,00 m²","R$720.000,00","Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Suíte com a/e,2 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Copa,Cozinha,Depósito,Interfone,Portão elétrico,Quiosque,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Luiza Ovando, 900","320,00 m²","123,88 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,2 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha,Escritório,Interfone,Lavabo,Lavanderia,Portão elétrico,WC de serviço","R$ 626,83",
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Macunaima,"125,48 m²","62,74 m²","R$270.000,00","Sala de estar,1 Apto,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Macunaíma,"200,00 m²","111,87 m²","R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,2 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Interfone,Jardim,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Miguel de Freitas, 50","250,00 m²","198,00 m²","R$500.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Apto com a/e,1 Apto,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Alarme,Algibre,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha planejada,Despensa,Hidromassagem,Lavanderia,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Miguel Freitas,"120,00 m²","60,00 m²","R$240.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Pedro Labatut,"367,50 m²","150,00 m²","R$480.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,WC adaptado,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Churrasqueira,Cozinha,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Pedro Labatut,"400,00 m²","250,00 m²","R$950.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,WC adaptado",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Pedro Labatut,"183,75 m²","117,00 m²","R$499.000,00","Aceita financiamento,Aceita permuta,Sala de estar,Sala de jantar,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Churrasqueira,Cozinha planejada,Interfone,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Pedro Labatut,"240,00 m²","120,00 m²","R$650.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Suíte(s),1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Jardim,Pé direito duplo,Portão elétrico,Porteiro eletrônico",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Pedro Labatut,"367,00 m²","183,00 m²","R$560.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem","R$ 2.400,00",
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Pedro Labatut,"180,00 m²","110,00 m²","R$495.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Pedro Labatut, 27","400,00 m²","250,00 m²","R$890.000,00","Aceita financiamento,Aceita permuta,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Depósito,Interfone,Jardim,Lavabo,Piscina,Portão elétrico,Porteiro eletrônico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Riachão, 839","480,00 m²","260,00 m²","R$300.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,3 Quarto(s),2 Wc social,3 Vaga(s) de garagem,Cozinha,Edícula",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Rio de Janeiro,"360,00 m²","200,00 m²","R$280.000,00",,,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Rio de Janeiro, 1499","399,82 m²",,"R$350.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,4 Quarto(s),2 Wc social,8 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Samburá, 91","360,00 m²","128,23 m²","R$365.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de jantar,1 Apto com a/e,1 Quarto com a/e,1 Quarto,2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Canil,Cerca elétrica,Churrasqueira,Cozinha planejada,Depósito,Despensa,Escritório,Interfone,Jardim,Lavanderia,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Santa Catarina,"427,50 m²","100,00 m²","R$435.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Sala de TV,1 Apto,1 Quarto,2 Varanda(s),Cozinha",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Santa Catarina, 1376","75,00 m²","60,00 m²","R$229.900,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Câmeras de segurança","R$ 1.000,00","R$ 70,00"
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. Santo Angelo, 726","360,00 m²","111,47 m²","R$325.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,2 Quarto(s),2 Varanda(s),1 Wc social,Churrasqueira,Cozinha",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,"R. São Luis Gonzaga, 496","360,00 m²","239,00 m²","R$330.000,00","Imóvel alugado com renda,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Churrasqueira,Cozinha,Depósito,Jardim,Lavanderia,WC de serviço","R$ 950,00",
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. São Tomás,"200,00 m²","95,00 m²","R$400.000,00","Sala de estar,1 Suíte,1 Quarto,1 Varanda,2 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Serra das Araras,"150,00 m²","58,00 m²","R$235.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto,1 Quarto,1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Temprano,"200,00 m²","95,00 m²","R$400.000,00","Sala de estar,Sala de jantar,Sala de TV,1 Apto,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Temprano,"202,00 m²","95,00 m²","R$399.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,R. Uruguaiana,"360,00 m²",,"R$310.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,Tv. dos Jacares,"200,00 m²","160,00 m²","R$198.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,3 Quarto(s),1 Varanda,2 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"367,00 m²","200,00 m²","R$1.300.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s) com a/e,2 Apto(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Aquecedor solar,Área de lazer,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Cozinha,Cozinha americana,Cozinha planejada,Deck,Escritório,Jardim,Lavabo,Lavanderia,Piscina,Piscina aquecida,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"100,00 m²","54,00 m²","R$205.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Apto,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Alarme,Cerca elétrica,Cozinha americana",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,,,"R$230.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,2 Quarto(s),1 Wc social",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"200,00 m²","111,00 m²","R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,,,"R$250.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Cozinha",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,,"126,00 m²","R$435.000,00","Asfalto,Esgoto,Muro,Rede elétrica,Sala de TV,1 Quarto com a/e,1 Quarto,1 Varanda,Copa,Lavabo,Lavanderia,Mezanino","R$ 1.500,00",
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"206,00 m²","84,00 m²","R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"100,00 m²","58,00 m²","R$265.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,,,"R$180.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"480,00 m²","312,00 m²","R$990.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Suíte(s) com a/e,1 Suíte,1 Varanda,2 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Depósito,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico,Quarto empregada,WC de serviço","R$ 2.800,00",
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"99,00 m²","50,00 m²","R$230.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"200,00 m²","95,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"222,00 m²","111,00 m²","R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,2 Quarto(s),2 Varanda(s),1 Wc social",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"130,00 m²","65,00 m²","R$270.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"375,00 m²","120,00 m²","R$450.000,00","Aceita financiamento,Asfalto,Calçada,Esgoto,Muro,Sala de estar,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Cozinha planejada,Despensa,Edícula,Lavanderia,Portão elétrico","R$ 850,00",
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"99,00 m²","50,00 m²","R$230.000,00","Aceita financiamento,Água,Asfalto,Calçada,Rede elétrica,Sala de TV,1 Apto,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Interfone,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"222,00 m²","111,00 m²","R$450.000,00","Aceita financiamento,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"100,00 m²","53,00 m²","R$255.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"100,00 m²","53,00 m²","R$198.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"90,00 m²","45,00 m²","R$250.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"200,00 m²","70,00 m²","R$350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,,,"R$290.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,WC adaptado,Sala de TV,2 Quarto(s) com a/e,2 Wc social,1 Vaga de garagem,Cerca elétrica,Churrasqueira,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"180,00 m²","61,00 m²","R$230.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"150,00 m²","59,00 m²","R$235.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Alarme,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"206,00 m²","86,00 m²","R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rampa de acessibilidade,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,5 Vaga(s) de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"200,00 m²","95,00 m²","R$400.000,00","Sala de estar,1 Apto,1 Quarto,1 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"480,00 m²","312,00 m²","R$1.290.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Sala de jantar,Sala de TV,3 Apto(s),2 Varanda(s),2 Wc social,4 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Copa,Cozinha planejada,Despensa,Edícula,Jardim,Lavabo,Lavanderia,Portão elétrico,Quarto empregada",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"210,00 m²","112,00 m²","R$438.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Interfone,Jardim,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"174,00 m²","110,00 m²","R$485.000,00","Aceita financiamento,Asfalto,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha planejada,Despensa,Lavanderia,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"125,00 m²","56,00 m²","R$200.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Cozinha americana,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"250,00 m²","150,00 m²","R$220.000,00",Aceita financiamento,,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"144,43 m²","63,79 m²","R$293.990,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,1 Quarto,1 Vaga de garagem,Cozinha,Lavanderia,Piscina,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"150,02 m²","63,79 m²","R$309.990,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Churrasqueira,Cozinha,Jardim,Lavanderia,Piscina",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"200,00 m²","100,00 m²","R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"200,00 m²","95,00 m²","R$400.000,00","Aceita financiamento,1 Apto,2 Quarto(s)",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,,"520,00 m²","R$550.000,00","2 Sala(s) de TV,2 Apto(s),4 Quarto(s),2 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"206,00 m²","84,00 m²","R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Cozinha,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"200,00 m²","95,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Cozinha,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"200,00 m²","100,00 m²","R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Cozinha,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"206,00 m²","84,00 m²","R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Cozinha,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Coronel Antonino,,"220,00 m²","111,00 m²","R$450.000,00","Aceita financiamento,Água,Asfalto,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),2 Vaga(s) de garagem",,
